TX_0000,"\col(1)1ルピ-\col(0)手に入れた!
。。。"
TX_2710,"やあ!
イカダには のっているかい?
ボクは こんど イカダのレ-スに
出ようとおもっているんだけど
レ-スでつかう\col(1)オ-ル\col(0)、
気に入るのが なかなか なくてね"
TX_2711,"\col(0x84)\item(0x0a)\col(1)まほうのオ-ル\col(0)を わたす?
  \opt()はい \opt()いいえ"
TX_2712,"ムム! その\col(0x84)\item(0x0a)\col(1)オ-ル\col(0)。。。!
ふ-ん。。。 なんだか
オモチャみたいだけど。。。
とにかく 気に入ったよ!!
ありがとう! おかえしに。。。
そうだ! これなんか どうだい?
つきを ながめながらノンビリと
つまびくのも けっこうオツだよ!"
TX_2713,"しょうがないから
手でこごうかな。。。"
TX_2714,どう? がんばっているかい?
TX_2715,"ようこそ! ここは
\col(3)メガネじま としょかん\col(0) です
そのむかし \col(1)ようせいのこな\col(0)を
あずかっていた ゆいしょただしい
としょかん なのです\stop
もっとも 大むかしに
なに者かが もちさってしまって
なにも のこっては いませんが"
TX_2716,"ようこそ! ここは
\col(3)メガネじま としょかん\col(0) です
どこでも じゆうに見てもらって
かまわないですが ほかの人の
メイワクには ならないよう
気をつけてくださいね"
TX_2800,\pos(1)おろかな \Link!!
TX_2801,"\pos(2)さっしのとおり
\col(3)ネ-ル\col(0)を すくったところで
すべては ムダじゃ。。。\stop
\col(3)アンビ\col(0)のじだいには すでに
なげきのこえが みちあふれておる
\col(3)ベラン\col(0)が 世界の闇をふかめれば
なげきのこえも ますであろう
われらが もとめるのは その
なげきのこえ そのものじゃ!
もっと闇を! もっとなげきを!"
TX_2802,"\pos(2)ウヒャヒャヒャヒャ!
\Link \Linkよ
われらを おぼえておろう!"
TX_2803,"\pos(2)ひさしぶりじゃの \Link!
われらは ゲルドのまどうし
\col(3)ツインロ-バ\col(0)じゃ!"
TX_2804,"\pos(2)\col(3)ホロドラム\col(0)では たいそうな
かつやくぶりじゃったの
ウヒャヒャヒャヒャ!"
TX_2805,"\pos(2)\col(3)ネ-ル\col(0)を たすけだして
あんしんしておるようじゃが
\col(3)アンビ\col(0)のじだいには すでに
なげきのこえが みちあふれておる"
TX_2806,"\pos(2)\col(3)ベラン\col(0)が 世界の闇をふかめれば
なげきのこえも さらに まし
すぐにも 「なげきの炎」が
ともることに。。。
ウヒャヒャヒャヒャ!"
TX_2807,"\pos(2)さすれば のこる炎は
あとひとつ。。。
闇より生まれし 3つの炎が
もえさかるとき。。。
そのときこそ 大魔王が
よみがえるのじゃ!
ウヒャヒャヒャヒャ!"
TX_2808,"\pos(2)ヒ ヒ ヒ。。。
オマエが のんびりしているから
いいコトを おしえにきてやったぞ
\col(3)暗黒の塔\col(0)は すでに
天までとどいたぞ!!
ウヒャヒャヒャヒャ!"
TX_2809,"\pos(0)ヒ ヒ ヒ。。。
\Link おそかったな
\col(3)暗黒の塔\col(0)はついに
天までとどいたぞ
ウヒャヒャヒャヒャ!"
TX_280a,"\pos(0)ヒ ヒ ヒ。。。
オマエ ひとりの力では もう
とめることは できんのじゃ!
ウヒャヒャヒャヒャ!"
TX_280b,"\pos(3)ヒ ヒ ヒ。。。
\Linkよ
これで おわったとおもうな"
TX_280c,"\pos(3)見よ \col(3)ベラン\col(0)!
オマエのもたらした
わざわいによって
なげきのこえは みちあふれた!
そのなげきが いま
「なげきの炎」となって
もえ上がったぞ!!\stop
この炎が“闇”を てらすとき
われらのねがいが かなうのじゃ!
ウヒャヒャヒャヒャ!"
TX_280e,"\pos(0)ムダじゃ ムダじゃ!
もはや 手おくれじゃ!"
TX_280f,"\pos(0)ムダじゃ ムダじゃ!
もはや 手おくれじゃ!"
TX_2810,"\pos(0)ムダじゃ ムダじゃ!
もはや 手おくれじゃ!"
TX_2811,"\pos(0)あきらめるのじゃ \Linkよ
オマエの やっていることは
ムダだというのが
まだ わからないのか!"
TX_2812,"\pos(0)われらは ゲルドのまどうし
\col(3)ツインロ-バ\col(0)!"
TX_2813,"\pos(0)この世は われらのおもいどおりに
うごいておる
オマエが どうあがこうとも
暗黒のぎしきは
まもなく はじまるのだ!"
TX_2816,"\pos(0)この世は われらのおもいどおりに
うごいておる
オマエが どうあがこうとも
暗黒のぎしきは
まもなく はじまるのだ!"
TX_2814,"\pos(0)なげきのこえと ともに
わがなを おもいだすがよい!
この \col(3)ツインロ-バ\col(0)のなを!
ウヒャヒャヒャヒャ!"
TX_2818,"\pos(0)なげきのこえと ともに
わがなを おもいだすがよい!
この \col(3)ツインロ-バ\col(0)のなを!
ウヒャヒャヒャヒャ!"
TX_2815,"\pos(0)ウヒャヒャヒャヒャ!
\Link \Linkよ!
ムダな あがきは よすのじゃ!"
TX_2817,"\pos(0)こむすめどもが!
とんで火にいる夏のムシじゃ。。。
ウヒャヒャヒャヒャ!"
TX_2819,"\pos(0)大魔王のふっかつは
なされたも ドウゼンじゃな
ウヒャヒャヒャヒャ!"
TX_281a,"\pos(0)    ヒャ ヒャ ヒャ\stop
闇の将軍\col(3)ゴルゴン\col(0)よ オマエの死は
この\col(3)ツインロ-バ\col(0)がムダにはせんぞ
見るがいい\col(3)ゴルゴン\col(0)!\stop
オマエが のこした わざわいは
「ほろびの炎」となり もえている
のこる「なげきの炎」と
「ぜつぼうの炎」がともり
\stop「聖なるイケニエ」をささげるとき
われらゲルドにつたわる
暗黒のぎしきは かんせいする\stop
  大魔王が よみがえるのだ!"
TX_280d,"   ウヒャヒャヒャヒャ!\stop
\Link、\Link。。。
ムダなあがきは よすのじゃ
みるがいい 時がくるって
みだれた\col(3)ラブレンヌ\col(4)を
うれうがいい よろこびをうしない
なげく 人々のすがたを
ウヒャヒャヒャヒャ!"
TX_281b,"   ウヒャヒャヒャヒャ!\stop
\Link、\Link。。。
ムダなあがきは よすのじゃ
みるがいい 時がくるって
みだれた\col(3)ラブレンヌ\col(4)を
うれうがいい よろこびをうしない
なげく 人々のすがたを
ウヒャヒャヒャヒャ!"
TX_2829,"\pos(3)ウヒャヒャヒャヒャ!
時が くるって
ついに「なげきの炎」も
もえあがったわい"
TX_281c,"\pos(3)「なげきの炎」と「ほろびの炎」
2つの炎がともり これでのこるは
「ぜつぼうの炎」ただ1つじゃ!
ウヒャヒャヒャヒャ!"
TX_281d,"\pos(3)3つの炎が そろい
「聖なるイケニエ」をささげたとき
闇をさまよう大魔王が
このあかりを目ざし よみがえる!"
TX_281e,\pos(3)ウヒャヒャヒャヒャ!
TX_281f,"\pos(1)   ウヒャヒャヒャヒャ!\stop
ノコノコ こんなトコロに
出てくるとは おろかな姫よ"
TX_2820,"\pos(1)ウヒャヒャヒャヒャ!
ついに見つけたぞ \col(3)ゼルダ姫\col(0)!"
TX_2821,"\pos(1)人々のキボウじゃと。。。
そんなもの かきけしてくれるわ!"
TX_2822,"\pos(1)かわりに 「ぜつぼうの炎」を
ともしてくれようぞ!
ウヒャヒャヒャヒャ!"
TX_2823,"ついに「聖なるイケニエ」が
わが手中に。。。"
TX_2824,"人々のキボウ \col(3)ゼルダ\col(0)が
きえたとき この地は
ぜつぼうに おおわれるのじゃ"
TX_2825,     時はみちた!
TX_2826,"   ウヒャヒャヒャヒャ!\stop
まちにまった「ぜつぼうの炎」も
ついに ともった!"
TX_2827,"「なげき ほろびの炎」は すでに
闇のしさい\col(3)ベラン\col(0)と
闇の将軍\col(3)ゴルゴン\col(0)により
あつめられ もえさかっておる!
そして おろかな にんげんどもが
\col(3)ゼルダ\col(0)をうばわれ
“ぜつぼう”をはこんできおったわ\stop
    「ぜつぼうの炎」
「ほろびの炎」 「なげきの炎」
われらがはなった さいやくにより
あつめられた闇のエネルギ-。。。
3つの炎がもえあがるのじゃ!"
TX_2828,"ウヒャヒャヒャヒャ!
くるぞくるぞ。。。
3つの炎をめざし いまこそ
闇のそこより目ざめるのじゃ!!\stop
   大魔王\col(3)ガノン\col(0)!!!"
TX_2900,"ドウブツや まもののコトなら
\col(3)トロイ\col(0)に ききな!!
ま ボクも 知らないワケじゃ
ないんだけどね! ホントだぞ!"
TX_2901,"ドウブツや まもののコトなら
\col(3)トロイ\col(0)に ききな!!
ま ボクも 知らないワケじゃ
ないんだけどね! ホントだぞ!"
TX_2902,"ドウブツや まもののコトなら
\col(3)トロイ\col(0)に ききな!!
ま ボクも 知らないワケじゃ
ないんだけどね! ホントだぞ!"
TX_2903,"ドウブツや まもののコトなら
\col(3)トロイ\col(0)に ききな!!
ま ボクも 知らないワケじゃ
ないんだけどね! ホントだぞ!"
TX_2904,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_2905,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_2906,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_2907,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_2908,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_2909,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_290a,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_290b,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_290c,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_290d,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_290e,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_290f,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_2910,"もりのおくに ふしぎな\col(1)実\col(0)と
フクロウのせきぞうが あるんだ
\col(1)実\col(0)をふりかけると
そのフクロウ うごくんだよ!
はじめて見たときは
ビックリしちゃったけど
いまじゃ それをみるのが
クセになっちゃった!
けど もりのおくに入っちゃ
イケナイって いわれてるから
オトナの人には ナイショだよ!"
TX_2911,"ウルサ-イ! こわがってちゃ
きもだめしに なんないダロ!"
TX_2a00,"アンタたちが \col(3)ハイラル\col(0)の
つかいの人だな!
\col(3)インパ\col(0)さんに \Linkか!
でんしょバ-ドの知らせをきいて
まっていたぜ\stop
オレのなまえは\col(3)ラルフ\col(0)!
\col(3)ネ-ル\col(0)の おさななじみさ
よろしく たのむぜ"
TX_2a01,"\pos(2)オレの\col(3)ネ-ル\col(0)に なにをする!
はなさねえと ブッたぎるぞ!"
TX_2a02,"\pos(2)あの\col(3)ベラン\col(0)とかいうヤツ!
じぶんが 結界のいわに
手が出せないもんだから オマエを
ダマして どけさせたんだ!"
TX_2a03,"\pos(2)オレ \col(3)ネ-ル\col(0)が
時のみこ だってことは
ガキのころから 知っていたんだ\stop
いつもいつも そばで \col(3)ネ-ル\col(0)を
見まもっていたのに。。。"
TX_2a04,"\pos(2)それなのに。。。!!
ああ!! \col(3)ネ-ル\col(0)!!"
TX_2a05,"\col(3)ネ-ル\col(0)!! まっていてくれ!!
オレが かならず
たすけだして やるからな!!"
TX_2a06,    \col(3)ネ-ルゥ-\col(0)!!
TX_2a07,"\pos(0)よぉ \Link!\stop
。。。。。。きいたか?
村のれんちゅうときたら
クチをそろえて \col(3)ネ-ル\col(0)のことを
悪くいいやがる。。。
そんなワケないよな!
あれは \col(3)ベラン\col(0)のせいだよな!
\col(3)ネ-ル\col(0)を たすけだせば きっと
すべてが ハッキリするさ!
まってろよ いま いくぜ!
\jump(TX_2a06)"
